,RunId,iteration,Step,N,D,width,height,gini,wealth_standard_deviation
0,0,0,1000,100,0.5,10,10,0.6628000000000001,1.348399724926484
1,1,1,1000,100,0.5,10,10,0.6292,1.2552918289216957
2,2,2,1000,100,0.5,10,10,0.6202000000000001,1.1976407785072427
3,3,3,1000,100,0.5,10,10,0.6384000000000001,1.2792042981336627
4,4,4,1000,100,0.5,10,10,0.5826,1.145919418253881
5,5,5,1000,100,0.5,10,10,0.6764,1.3998556924183148
6,6,6,1000,100,0.5,10,10,0.6136,1.2712834523274563
7,7,7,1000,100,0.5,10,10,0.6668000000000001,1.4494861506789574
8,8,8,1000,100,0.5,10,10,0.6315999999999999,1.2552918289216957
9,9,9,1000,100,0.5,10,10,0.6228,1.2143918126978108
10,10,10,1000,100,0.5,10,10,0.622,1.318094737632215
11,11,11,1000,100,0.5,10,10,0.634,1.2870763988845637
12,12,12,1000,100,0.5,10,10,0.6152,1.3333333333333333
13,13,13,1000,100,0.5,10,10,0.671,1.5242153139344596
14,14,14,1000,100,0.5,10,10,0.6374,1.340887690293187
15,15,15,1000,100,0.5,10,10,0.5968,1.1976407785072427
16,16,16,1000,100,0.5,10,10,0.634,1.2792042981336627
17,17,17,1000,100,0.5,10,10,0.6444000000000001,1.3026778945578592
18,18,18,1000,100,0.5,10,10,0.585,1.1370704872299224
19,19,19,1000,100,0.5,10,10,0.659,1.340887690293187
20,20,20,1000,100,0.5,10,10,0.606,1.1806521053804944
21,21,21,1000,100,0.5,10,10,0.5986,1.2226812728383039
22,22,22,1000,100,0.5,10,10,0.6072,1.247219128924647
23,23,23,1000,100,0.5,10,10,0.6082000000000001,1.1806521053804944
24,24,24,1000,100,0.5,10,10,0.6617999999999999,1.3926212476455828
25,25,25,1000,100,0.5,10,10,0.5798,1.1101005505463153
26,26,26,1000,100,0.5,10,10,0.5871999999999999,1.1720654306553768
27,27,27,1000,100,0.5,10,10,0.6634,1.3257359305592338
28,28,28,1000,100,0.5,10,10,0.652,1.318094737632215
29,29,29,1000,100,0.5,10,10,0.6422,1.2792042981336627
30,30,30,1000,100,0.5,10,10,0.6146,1.247219128924647
31,31,31,1000,100,0.5,10,10,0.5946,1.1806521053804944
32,32,32,1000,100,0.5,10,10,0.6294,1.2309149097933274
33,33,33,1000,100,0.5,10,10,0.6422,1.340887690293187
34,34,34,1000,100,0.5,10,10,0.6624,1.340887690293187
35,35,35,1000,100,0.5,10,10,0.5740000000000001,1.119162746219357
36,36,36,1000,100,0.5,10,10,0.6315999999999999,1.3257359305592338
37,37,37,1000,100,0.5,10,10,0.6326,1.3026778945578592
38,38,38,1000,100,0.5,10,10,0.5826,1.145919418253881
39,39,39,1000,100,0.5,10,10,0.7038,1.5042028661807099
40,40,40,1000,100,0.5,10,10,0.6552,1.348399724926484
41,41,41,1000,100,0.5,10,10,0.5798,1.1101005505463153
42,42,42,1000,100,0.5,10,10,0.6698,1.3706888336846839
43,43,43,1000,100,0.5,10,10,0.579,1.1281521496355325
44,44,44,1000,100,0.5,10,10,0.6457999999999999,1.340887690293187
45,45,45,1000,100,0.5,10,10,0.621,1.263312944586414
46,46,46,1000,100,0.5,10,10,0.6794,1.3853490243227224
47,47,47,1000,100,0.5,10,10,0.6355999999999999,1.3026778945578592
48,48,48,1000,100,0.5,10,10,0.5762,1.0917505172516255
49,49,49,1000,100,0.5,10,10,0.5996,1.2143918126978108
50,50,50,1000,100,0.5,10,10,0.626,1.263312944586414
51,51,51,1000,100,0.5,10,10,0.6248,1.2390938363794468
52,52,52,1000,100,0.5,10,10,0.642,1.2949006435891817
53,53,53,1000,100,0.5,10,10,0.6517999999999999,1.4142135623730951
54,54,54,1000,100,0.5,10,10,0.6566000000000001,1.310408988511494
55,55,55,1000,100,0.5,10,10,0.6932,1.5042028661807099
56,56,56,1000,100,0.5,10,10,0.6474,1.2792042981336627
57,57,57,1000,100,0.5,10,10,0.5774,1.145919418253881
58,58,58,1000,100,0.5,10,10,0.6674,1.3706888336846839
59,59,59,1000,100,0.5,10,10,0.6174,1.1976407785072427
60,60,60,1000,100,0.5,10,10,0.6482,1.3257359305592338
61,61,61,1000,100,0.5,10,10,0.6113999999999999,1.2060453783110545
62,62,62,1000,100,0.5,10,10,0.637,1.263312944586414
63,63,63,1000,100,0.5,10,10,0.6548,1.3706888336846839
64,64,64,1000,100,0.5,10,10,0.6394,1.3026778945578592
65,65,65,1000,100,0.5,10,10,0.6298,1.3998556924183148
66,66,66,1000,100,0.5,10,10,0.6408,1.3558701406786118
67,67,67,1000,100,0.5,10,10,0.6258,1.263312944586414
68,68,68,1000,100,0.5,10,10,0.6116,1.1720654306553768
69,69,69,1000,100,0.5,10,10,0.5920000000000001,1.1370704872299224
70,70,70,1000,100,0.5,10,10,0.6244000000000001,1.2060453783110545
71,71,71,1000,100,0.5,10,10,0.6248,1.2390938363794468
72,72,72,1000,100,0.5,10,10,0.6448,1.310408988511494
73,73,73,1000,100,0.5,10,10,0.6496,1.3026778945578592
74,74,74,1000,100,0.5,10,10,0.6234,1.2060453783110545
75,75,75,1000,100,0.5,10,10,0.6686000000000001,1.3632996217214537
76,76,76,1000,100,0.5,10,10,0.5820000000000001,1.1370704872299224
77,77,77,1000,100,0.5,10,10,0.5774,1.1281521496355325
78,78,78,1000,100,0.5,10,10,0.6295999999999999,1.3558701406786118
79,79,79,1000,100,0.5,10,10,0.6134,1.1891767800211264
80,80,80,1000,100,0.5,10,10,0.641,1.2949006435891817
81,81,81,1000,100,0.5,10,10,0.6786000000000001,1.3853490243227224
82,82,82,1000,100,0.5,10,10,0.627,1.2143918126978108
83,83,83,1000,100,0.5,10,10,0.6417999999999999,1.2792042981336627
84,84,84,1000,100,0.5,10,10,0.5992,1.2552918289216957
85,85,85,1000,100,0.5,10,10,0.5948,1.1891767800211264
86,86,86,1000,100,0.5,10,10,0.6006,1.1547005383792515
87,87,87,1000,100,0.5,10,10,0.621,1.2060453783110545
88,88,88,1000,100,0.5,10,10,0.5892,1.1370704872299224
89,89,89,1000,100,0.5,10,10,0.6118,1.1976407785072427
90,90,90,1000,100,0.5,10,10,0.6642,1.3257359305592338
91,91,91,1000,100,0.5,10,10,0.6548,1.2870763988845637
92,92,92,1000,100,0.5,10,10,0.666,1.3632996217214537
93,93,93,1000,100,0.5,10,10,0.649,1.3257359305592338
94,94,94,1000,100,0.5,10,10,0.6006,1.1891767800211264
95,95,95,1000,100,0.5,10,10,0.6524000000000001,1.310408988511494
96,96,96,1000,100,0.5,10,10,0.615,1.2143918126978108
97,97,97,1000,100,0.5,10,10,0.6748000000000001,1.3998556924183148
98,98,98,1000,100,0.5,10,10,0.573,1.1281521496355325
99,99,99,1000,100,0.5,10,10,0.6422,1.3026778945578592
100,100,100,1000,100,0.5,10,10,0.6444000000000001,1.3333333333333333
101,101,101,1000,100,0.5,10,10,0.6113999999999999,1.1806521053804944
102,102,102,1000,100,0.5,10,10,0.5982000000000001,1.2143918126978108
103,103,103,1000,100,0.5,10,10,0.6252,1.247219128924647
104,104,104,1000,100,0.5,10,10,0.6136,1.2060453783110545
105,105,105,1000,100,0.5,10,10,0.6488,1.348399724926484
106,106,106,1000,100,0.5,10,10,0.667,1.348399724926484
107,107,107,1000,100,0.5,10,10,0.6716,1.3853490243227224
108,108,108,1000,100,0.5,10,10,0.6104,1.2792042981336627
109,109,109,1000,100,0.5,10,10,0.6632,1.3632996217214537
110,110,110,1000,100,0.5,10,10,0.6474,1.3026778945578592
111,111,111,1000,100,0.5,10,10,0.6512,1.3026778945578592
112,112,112,1000,100,0.5,10,10,0.6138,1.2226812728383039
113,113,113,1000,100,0.5,10,10,0.623,1.247219128924647
114,114,114,1000,100,0.5,10,10,0.6006,1.145919418253881
115,115,115,1000,100,0.5,10,10,0.6764,1.3706888336846839
116,116,116,1000,100,0.5,10,10,0.6242000000000001,1.2792042981336627
117,117,117,1000,100,0.5,10,10,0.657,1.3998556924183148
118,118,118,1000,100,0.5,10,10,0.573,1.1720654306553768
119,119,119,1000,100,0.5,10,10,0.5706,1.0917505172516255
120,120,120,1000,100,0.5,10,10,0.621,1.2309149097933274
121,121,121,1000,100,0.5,10,10,0.5742,1.0917505172516255
122,122,122,1000,100,0.5,10,10,0.567,1.0730867399773196
123,123,123,1000,100,0.5,10,10,0.5796,1.145919418253881
124,124,124,1000,100,0.5,10,10,0.6195999999999999,1.2390938363794468
125,125,125,1000,100,0.5,10,10,0.629,1.2552918289216957
126,126,126,1000,100,0.5,10,10,0.6782,1.3998556924183148
127,127,127,1000,100,0.5,10,10,0.6076,1.1891767800211264
128,128,128,1000,100,0.5,10,10,0.6592,1.3632996217214537
129,129,129,1000,100,0.5,10,10,0.6104,1.2226812728383039
130,130,130,1000,100,0.5,10,10,0.597,1.1370704872299224
131,131,131,1000,100,0.5,10,10,0.6476,1.2870763988845637
132,132,132,1000,100,0.5,10,10,0.5822,1.1370704872299224
133,133,133,1000,100,0.5,10,10,0.6292,1.2226812728383039
134,134,134,1000,100,0.5,10,10,0.6396,1.263312944586414
135,135,135,1000,100,0.5,10,10,0.6308,1.2870763988845637
136,136,136,1000,100,0.5,10,10,0.6382,1.2552918289216957
137,137,137,1000,100,0.5,10,10,0.6696,1.5109031348264133
138,138,138,1000,100,0.5,10,10,0.6586000000000001,1.3257359305592338
139,139,139,1000,100,0.5,10,10,0.6488,1.3558701406786118
140,140,140,1000,100,0.5,10,10,0.6436,1.2792042981336627
141,141,141,1000,100,0.5,10,10,0.6358,1.3026778945578592
142,142,142,1000,100,0.5,10,10,0.6138,1.1806521053804944
143,143,143,1000,100,0.5,10,10,0.6442,1.340887690293187
144,144,144,1000,100,0.5,10,10,0.6224000000000001,1.2390938363794468
145,145,145,1000,100,0.5,10,10,0.62,1.2226812728383039
146,146,146,1000,100,0.5,10,10,0.6238,1.310408988511494
147,147,147,1000,100,0.5,10,10,0.5866,1.1891767800211264
148,148,148,1000,100,0.5,10,10,0.6484000000000001,1.3706888336846839
149,149,149,1000,100,0.5,10,10,0.6038,1.2143918126978108
150,150,150,1000,100,0.5,10,10,0.5912,1.1720654306553768
151,151,151,1000,100,0.5,10,10,0.5726,1.1009637651263606
152,152,152,1000,100,0.5,10,10,0.625,1.3257359305592338
153,153,153,1000,100,0.5,10,10,0.6348,1.2552918289216957
154,154,154,1000,100,0.5,10,10,0.5800000000000001,1.119162746219357
155,155,155,1000,100,0.5,10,10,0.6352,1.247219128924647
156,156,156,1000,100,0.5,10,10,0.613,1.1720654306553768
157,157,157,1000,100,0.5,10,10,0.63,1.340887690293187
158,158,158,1000,100,0.5,10,10,0.5993999999999999,1.1806521053804944
159,159,159,1000,100,0.5,10,10,0.6826,1.4142135623730951
160,160,160,1000,100,0.5,10,10,0.528,1.005037815259212
161,161,161,1000,100,0.5,10,10,0.6113999999999999,1.1806521053804944
162,162,162,1000,100,0.5,10,10,0.6295999999999999,1.263312944586414
163,163,163,1000,100,0.5,10,10,0.6554,1.310408988511494
164,164,164,1000,100,0.5,10,10,0.6262000000000001,1.247219128924647
165,165,165,1000,100,0.5,10,10,0.6706000000000001,1.4142135623730951
166,166,166,1000,100,0.5,10,10,0.621,1.2060453783110545
167,167,167,1000,100,0.5,10,10,0.6672,1.3632996217214537
168,168,168,1000,100,0.5,10,10,0.6108,1.2143918126978108
169,169,169,1000,100,0.5,10,10,0.5818,1.119162746219357
170,170,170,1000,100,0.5,10,10,0.6338,1.2712834523274563
171,171,171,1000,100,0.5,10,10,0.6668000000000001,1.407052941362897
172,172,172,1000,100,0.5,10,10,0.6602,1.3780384243517665
173,173,173,1000,100,0.5,10,10,0.6414,1.263312944586414
174,174,174,1000,100,0.5,10,10,0.6033999999999999,1.1634153830577252
175,175,175,1000,100,0.5,10,10,0.7126,1.5175738212786563
176,176,176,1000,100,0.5,10,10,0.6836,1.4564381625088383
177,177,177,1000,100,0.5,10,10,0.6152,1.2143918126978108
178,178,178,1000,100,0.5,10,10,0.679,1.4354811251305468
179,179,179,1000,100,0.5,10,10,0.6172,1.1976407785072427
180,180,180,1000,100,0.5,10,10,0.658,1.3333333333333333
181,181,181,1000,100,0.5,10,10,0.664,1.3853490243227224
182,182,182,1000,100,0.5,10,10,0.6536,1.348399724926484
183,183,183,1000,100,0.5,10,10,0.6332,1.3257359305592338
184,184,184,1000,100,0.5,10,10,0.6354,1.2390938363794468
185,185,185,1000,100,0.5,10,10,0.5933999999999999,1.145919418253881
186,186,186,1000,100,0.5,10,10,0.6278,1.2143918126978108
187,187,187,1000,100,0.5,10,10,0.6232,1.2792042981336627
188,188,188,1000,100,0.5,10,10,0.6414,1.3998556924183148
189,189,189,1000,100,0.5,10,10,0.6412,1.3257359305592338
190,190,190,1000,100,0.5,10,10,0.6526000000000001,1.3257359305592338
191,191,191,1000,100,0.5,10,10,0.6062000000000001,1.1976407785072427
192,192,192,1000,100,0.5,10,10,0.638,1.2712834523274563
193,193,193,1000,100,0.5,10,10,0.622,1.263312944586414
194,194,194,1000,100,0.5,10,10,0.6614,1.348399724926484
195,195,195,1000,100,0.5,10,10,0.6252,1.247219128924647
196,196,196,1000,100,0.5,10,10,0.635,1.2309149097933274
197,197,197,1000,100,0.5,10,10,0.6162000000000001,1.2143918126978108
198,198,198,1000,100,0.5,10,10,0.585,1.1370704872299224
199,199,199,1000,100,0.5,10,10,0.6688000000000001,1.3998556924183148
